region,data_type,year,month,value
Simiyu,runoff,2032,June,1.82
Simiyu,runoff,2033,June,0.099
Simiyu,runoff,2034,June,33.614
Simiyu,runoff,2035,June,5.738
Simiyu,runoff,red values = projected (climate change),June,
Simiyu,runoff,2000,July,
Simiyu,runoff,2001,July,17.024
Simiyu,runoff,2002,July,69.408
Simiyu,runoff,2003,July,3.83
Simiyu,runoff,2004,July,0.205
Simiyu,runoff,2005,July,0.662
Simiyu,runoff,2006,July,0.036
Simiyu,runoff,2007,July,6.247
Simiyu,runoff,2008,July,0.319
Simiyu,runoff,2009,July,0.306
Simiyu,runoff,2010,July,0.001
Simiyu,runoff,2011,July,0.3
Simiyu,runoff,2012,July,20.292
Simiyu,runoff,2013,July,7.033
Simiyu,runoff,2014,July,0.379
Simiyu,runoff,2015,July,0.021
Simiyu,runoff,2016,July,0.001
Simiyu,runoff,2017,July,0.0
Simiyu,runoff,2018,July,12.175
Simiyu,runoff,2019,July,0.657
Simiyu,runoff,2020,July,1.852
Simiyu,runoff,2021,July,9.579
Simiyu,runoff,2022,July,0.526
Simiyu,runoff,2023,July,28.983
Simiyu,runoff,2024,July,4.475
Simiyu,runoff,2025,July,34.485
Simiyu,runoff,2026,July,14.153
Simiyu,runoff,2027,July,7.552
Simiyu,runoff,2028,July,48.954
Simiyu,runoff,2029,July,31.952
Simiyu,runoff,2030,July,1.723
Simiyu,runoff,2031,July,0.107
Simiyu,runoff,2032,July,1.428
Simiyu,runoff,2033,July,0.078
Simiyu,runoff,2034,July,26.441
Simiyu,runoff,2035,July,2.567
Simiyu,runoff,red values = projected (climate change),July,
Simiyu,runoff,2000,Aug.,
Simiyu,runoff,2001,Aug.,13.283
Simiyu,runoff,2002,Aug.,54.17
Simiyu,runoff,2003,Aug.,3.093
Simiyu,runoff,2004,Aug.,0.16
Simiyu,runoff,2005,Aug.,0.517
Simiyu,runoff,2006,Aug.,0.047
Simiyu,runoff,2007,Aug.,7.022
Simiyu,runoff,2008,Aug.,0.249
Simiyu,runoff,2009,Aug.,0.013
Simiyu,runoff,2010,Aug.,0.001
Simiyu,runoff,2011,Aug.,0.0
Simiyu,runoff,2012,Aug.,15.597
Simiyu,runoff,2013,Aug.,5.488
Simiyu,runoff,2014,Aug.,0.3
Simiyu,runoff,2015,Aug.,0.084
Simiyu,runoff,2016,Aug.,0.001
Simiyu,runoff,2017,Aug.,0.0
Simiyu,runoff,2018,Aug.,9.533
Simiyu,runoff,2019,Aug.,0.512
Simiyu,runoff,2020,Aug.,1.445
Simiyu,runoff,2021,Aug.,7.628
Simiyu,runoff,2022,Aug.,0.699
Simiyu,runoff,2023,Aug.,56.111
Simiyu,runoff,2024,Aug.,3.487
Simiyu,runoff,2025,Aug.,4.462
Simiyu,runoff,2026,Aug.,11.044
Simiyu,runoff,2027,Aug.,1.001
Simiyu,runoff,2028,Aug.,38.021
Simiyu,runoff,2029,Aug.,24.944
Simiyu,runoff,2030,Aug.,1.582
Simiyu,runoff,2031,Aug.,4.978
Simiyu,runoff,2032,Aug.,1.114
Simiyu,runoff,2033,Aug.,0.062
Simiyu,runoff,2034,Aug.,28.386
Simiyu,runoff,2035,Aug.,1.488
Simiyu,runoff,red values = projected (climate change),Aug.,
Simiyu,runoff,2000,Sept.,864.41
Simiyu,runoff,2001,Sept.,10.372
Simiyu,runoff,2002,Sept.,42.287
Simiyu,runoff,2003,Sept.,2.338
Simiyu,runoff,2004,Sept.,0.125
Simiyu,runoff,2005,Sept.,0.403
Simiyu,runoff,2006,Sept.,0.022
Simiyu,runoff,2007,Sept.,3.633
Simiyu,runoff,2008,Sept.,0.194
Simiyu,runoff,2009,Sept.,0.01
Simiyu,runoff,2010,Sept.,0.001
Simiyu,runoff,2011,Sept.,0.0
Simiyu,runoff,2012,Sept.,12.17
Simiyu,runoff,2013,Sept.,4.283
Simiyu,runoff,2014,Sept.,0.234
Simiyu,runoff,2015,Sept.,0.012
Simiyu,runoff,2016,Sept.,0.001
Simiyu,runoff,2017,Sept.,0.0
Simiyu,runoff,2018,Sept.,7.545
Simiyu,runoff,2019,Sept.,0.401
Simiyu,runoff,2020,Sept.,1.209
Simiyu,runoff,2021,Sept.,5.847
Simiyu,runoff,2022,Sept.,2.103
Simiyu,runoff,2023,Sept.,17.358
Simiyu,runoff,2024,Sept.,2.745
Simiyu,runoff,2025,Sept.,3.49
Simiyu,runoff,2026,Sept.,8.647
Simiyu,runoff,2027,Sept.,0.474
Simiyu,runoff,2028,Sept.,40.085
Simiyu,runoff,2029,Sept.,22.076
Simiyu,runoff,2030,Sept.,25.138
Simiyu,runoff,2031,Sept.,0.076
Simiyu,runoff,2032,Sept.,0.869
Simiyu,runoff,2033,Sept.,0.409
Simiyu,runoff,2034,Sept.,26.732
Simiyu,runoff,2035,Sept.,183.906
Simiyu,runoff,red values = projected (climate change),Sept.,
Simiyu,runoff,2000,Oct.,635.375
Simiyu,runoff,2001,Oct.,9.169
Simiyu,runoff,2002,Oct.,33.261
Simiyu,runoff,2003,Oct.,1.849
Simiyu,runoff,2004,Oct.,0.157
Simiyu,runoff,2005,Oct.,0.317
Simiyu,runoff,2006,Oct.,0.017
Simiyu,runoff,2007,Oct.,2.858
Simiyu,runoff,2008,Oct.,0.155
Simiyu,runoff,2009,Oct.,0.008
Simiyu,runoff,2010,Oct.,0.004
Simiyu,runoff,2011,Oct.,13.962
Simiyu,runoff,2012,Oct.,9.717
Simiyu,runoff,2013,Oct.,3.369
Simiyu,runoff,2014,Oct.,0.21
Simiyu,runoff,2015,Oct.,0.011
Simiyu,runoff,2016,Oct.,0.012
Simiyu,runoff,2017,Oct.,0.1
Simiyu,runoff,2018,Oct.,5.832
Simiyu,runoff,2019,Oct.,0.321
Simiyu,runoff,2020,Oct.,2.644
Simiyu,runoff,2021,Oct.,4.607
Simiyu,runoff,2022,Oct.,0.247
Simiyu,runoff,2023,Oct.,13.569
Simiyu,runoff,2024,Oct.,6.675
Simiyu,runoff,2025,Oct.,2.738
Simiyu,runoff,2026,Oct.,6.854
Simiyu,runoff,2027,Oct.,222.214
Simiyu,runoff,2028,Oct.,23.649
Simiyu,runoff,2029,Oct.,23.941
Simiyu,runoff,2030,Oct.,7.166
Simiyu,runoff,2031,Oct.,0.07
Simiyu,runoff,2032,Oct.,0.723
Simiyu,runoff,2033,Oct.,0.336
Simiyu,runoff,2034,Oct.,16.789
Simiyu,runoff,2035,Oct.,2.058
Simiyu,runoff,red values = projected (climate change),Oct.,
Simiyu,runoff,2000,Nov.,498.359
Simiyu,runoff,2001,Nov.,288.793
Simiyu,runoff,2002,Nov.,28.56
Simiyu,runoff,2003,Nov.,1.487
Simiyu,runoff,2004,Nov.,6.527
Simiyu,runoff,2005,Nov.,0.248
Simiyu,runoff,2006,Nov.,3.7
Simiyu,runoff,2007,Nov.,2.252
Simiyu,runoff,2008,Nov.,1.71
Simiyu,runoff,2009,Nov.,0.39
Simiyu,runoff,2010,Nov.,0.0
Simiyu,runoff,2011,Nov.,1.641
Simiyu,runoff,2012,Nov.,154.622
Simiyu,runoff,2013,Nov.,2.763
Simiyu,runoff,2014,Nov.,0.235
Simiyu,runoff,2015,Nov.,47.527
Simiyu,runoff,2016,Nov.,0.297
Simiyu,runoff,2017,Nov.,0.841
Simiyu,runoff,2018,Nov.,4.551
Simiyu,runoff,2019,Nov.,1.215
Simiyu,runoff,2020,Nov.,24.777
Simiyu,runoff,2021,Nov.,3.586
Simiyu,runoff,2022,Nov.,4.443
Simiyu,runoff,2023,Nov.,10.691
Simiyu,runoff,2024,Nov.,4.015
Simiyu,runoff,2025,Nov.,2.642
Simiyu,runoff,2026,Nov.,5.323
Simiyu,runoff,2027,Nov.,3.925
Simiyu,runoff,2028,Nov.,300.321
Simiyu,runoff,2029,Nov.,12.148
Simiyu,runoff,2030,Nov.,1.006
Simiyu,runoff,2031,Nov.,170.53
Simiyu,runoff,2032,Nov.,3.474
Simiyu,runoff,2033,Nov.,2.148
Simiyu,runoff,2034,Nov.,15.34
Simiyu,runoff,2035,Nov.,12.265
Simiyu,runoff,red values = projected (climate change),Nov.,
Simiyu,runoff,2000,Dec.,393.089
Simiyu,runoff,2001,Dec.,15.0
Simiyu,runoff,2002,Dec.,28.231
Simiyu,runoff,2003,Dec.,4.563
Simiyu,runoff,2004,Dec.,31.87
Simiyu,runoff,2005,Dec.,0.196
Simiyu,runoff,2006,Dec.,509.102
Simiyu,runoff,2007,Dec.,2.315
Simiyu,runoff,2008,Dec.,111.263
Simiyu,runoff,2009,Dec.,3.531
Simiyu,runoff,2010,Dec.,0.207
Simiyu,runoff,2011,Dec.,859.141
Simiyu,runoff,2012,Dec.,43.436
Simiyu,runoff,2013,Dec.,15.007
Simiyu,runoff,2014,Dec.,277.052
Simiyu,runoff,2015,Dec.,5.453
Simiyu,runoff,2016,Dec.,23.18
Simiyu,runoff,2017,Dec.,1.412
Simiyu,runoff,2018,Dec.,3.695
Simiyu,runoff,2019,Dec.,724.176
Simiyu,runoff,2020,Dec.,74.111
Simiyu,runoff,2021,Dec.,2.841
Simiyu,runoff,2022,Dec.,682.708
Simiyu,runoff,2023,Dec.,9.29
Simiyu,runoff,2024,Dec.,138.72
Simiyu,runoff,2025,Dec.,9.059
Simiyu,runoff,2026,Dec.,12.654
Simiyu,runoff,2027,Dec.,1231.059
Simiyu,runoff,2028,Dec.,74.394
Simiyu,runoff,2029,Dec.,27.437
Simiyu,runoff,2030,Dec.,600.132
Simiyu,runoff,2031,Dec.,11.88
Simiyu,runoff,2032,Dec.,34.499
Simiyu,runoff,2033,Dec.,5.375
Simiyu,runoff,2034,Dec.,10.607
Simiyu,runoff,2035,Dec.,969.972
Simiyu,runoff,red values = projected (climate change),Dec.,
Victoria Nile,runoff,2000,Jan.,
Victoria Nile,runoff,2001,Jan.,135.065
Victoria Nile,runoff,2002,Jan.,7.324
Victoria Nile,runoff,2003,Jan.,1.203
Victoria Nile,runoff,2004,Jan.,0.028
Victoria Nile,runoff,2005,Jan.,0.001
Victoria Nile,runoff,2006,Jan.,0.0
Victoria Nile,runoff,2007,Jan.,34.203
Victoria Nile,runoff,2008,Jan.,1.845
Victoria Nile,runoff,2009,Jan.,63.096
Victoria Nile,runoff,2010,Jan.,320.747
Victoria Nile,runoff,2011,Jan.,3.66
Victoria Nile,runoff,2012,Jan.,150.174
Victoria Nile,runoff,2013,Jan.,8.045
Victoria Nile,runoff,2014,Jan.,0.433
Victoria Nile,runoff,2015,Jan.,0.023
Victoria Nile,runoff,2016,Jan.,0.005
Victoria Nile,runoff,2017,Jan.,0.0
Victoria Nile,runoff,2018,Jan.,0.0
Victoria Nile,runoff,2019,Jan.,0.0
Victoria Nile,runoff,2020,Jan.,364.582
Victoria Nile,runoff,2021,Jan.,726.719
Victoria Nile,runoff,2022,Jan.,134.256
Victoria Nile,runoff,2023,Jan.,1437.526
Victoria Nile,runoff,2024,Jan.,385.662
Victoria Nile,runoff,2025,Jan.,661.951
Victoria Nile,runoff,2026,Jan.,5564.265
Victoria Nile,runoff,2027,Jan.,518.681
Victoria Nile,runoff,2028,Jan.,988.444
Victoria Nile,runoff,2029,Jan.,1155.599
Victoria Nile,runoff,2030,Jan.,3390.944
Victoria Nile,runoff,2031,Jan.,632.586
Victoria Nile,runoff,2032,Jan.,666.467
Victoria Nile,runoff,2033,Jan.,231.945
Victoria Nile,runoff,2034,Jan.,470.924
Victoria Nile,runoff,2035,Jan.,329.651
Victoria Nile,runoff,2000,Feb.,
Victoria Nile,runoff,2001,Feb.,105.657
Victoria Nile,runoff,2002,Feb.,5.721
Victoria Nile,runoff,2003,Feb.,0.309
Victoria Nile,runoff,2004,Feb.,0.017
Victoria Nile,runoff,2005,Feb.,0.001
Victoria Nile,runoff,2006,Feb.,0.0
Victoria Nile,runoff,2007,Feb.,26.89
Victoria Nile,runoff,2008,Feb.,1.445
Victoria Nile,runoff,2009,Feb.,49.246
Victoria Nile,runoff,2010,Feb.,3.243
Victoria Nile,runoff,2011,Feb.,2.81
Victoria Nile,runoff,2012,Feb.,117.216
Victoria Nile,runoff,2013,Feb.,10.806
Victoria Nile,runoff,2014,Feb.,0.338
Victoria Nile,runoff,2015,Feb.,0.018
Victoria Nile,runoff,2016,Feb.,0.001
Victoria Nile,runoff,2017,Feb.,0.0
Victoria Nile,runoff,2018,Feb.,0.016
Victoria Nile,runoff,2019,Feb.,0.005
Victoria Nile,runoff,2020,Feb.,427.793
Victoria Nile,runoff,2021,Feb.,614.659
Victoria Nile,runoff,2022,Feb.,132.219
Victoria Nile,runoff,2023,Feb.,1303.479
Victoria Nile,runoff,2024,Feb.,458.227
Victoria Nile,runoff,2025,Feb.,703.24
Victoria Nile,runoff,2026,Feb.,501.831
Victoria Nile,runoff,2027,Feb.,478.223
Victoria Nile,runoff,2028,Feb.,771.498
Victoria Nile,runoff,2029,Feb.,5101.226
Victoria Nile,runoff,2030,Feb.,419.267
Victoria Nile,runoff,2031,Feb.,493.024
Victoria Nile,runoff,2032,Feb.,521.784
Victoria Nile,runoff,2033,Feb.,438.278
Victoria Nile,runoff,2034,Feb.,317.417
Victoria Nile,runoff,2035,Feb.,253.952
Victoria Nile,runoff,2000,March,
Victoria Nile,runoff,2001,March,86.597
Victoria Nile,runoff,2002,March,4.712
Victoria Nile,runoff,2003,March,0.332
Victoria Nile,runoff,2004,March,0.013
Victoria Nile,runoff,2005,March,0.461
Victoria Nile,runoff,2006,March,0.161
Victoria Nile,runoff,2007,March,21.372
Victoria Nile,runoff,2008,March,2.496
Victoria Nile,runoff,2009,March,39.349
Victoria Nile,runoff,2010,March,133.432
Victoria Nile,runoff,2011,March,2.3
Victoria Nile,runoff,2012,March,92.926
Victoria Nile,runoff,2013,March,5.85
Victoria Nile,runoff,2014,March,0.285
Victoria Nile,runoff,2015,March,0.025
Victoria Nile,runoff,2016,March,0.013
Victoria Nile,runoff,2017,March,0.024
Victoria Nile,runoff,2018,March,4.906
Victoria Nile,runoff,2019,March,0.0
Victoria Nile,runoff,2020,March,472.257
Victoria Nile,runoff,2021,March,880.004
Victoria Nile,runoff,2022,March,565.984
Victoria Nile,runoff,2023,March,941.269
Victoria Nile,runoff,2024,March,331.081
Victoria Nile,runoff,2025,March,610.662
Victoria Nile,runoff,2026,March,4723.488
Victoria Nile,runoff,2027,March,251.309
Victoria Nile,runoff,2028,March,1406.446
Victoria Nile,runoff,2029,March,581.506
Victoria Nile,runoff,2030,March,338.872
Victoria Nile,runoff,2031,March,396.908
Victoria Nile,runoff,2032,March,417.039
Victoria Nile,runoff,2033,March,1083.421
Victoria Nile,runoff,2034,March,2530.916
Victoria Nile,runoff,2035,March,203.83
Victoria Nile,runoff,2000,April,
Victoria Nile,runoff,2001,April,718.826
Victoria Nile,runoff,2002,April,7.752
Victoria Nile,runoff,2003,April,5.267
Victoria Nile,runoff,2004,April,5.507
Victoria Nile,runoff,2005,April,0.265
Victoria Nile,runoff,2006,April,10.916
Victoria Nile,runoff,2007,April,17.79
Victoria Nile,runoff,2008,April,86.826
Victoria Nile,runoff,2009,April,53.481
Victoria Nile,runoff,2010,April,208.382
Victoria Nile,runoff,2011,April,3.368
Victoria Nile,runoff,2012,April,94.034
Victoria Nile,runoff,2013,April,355.634
Victoria Nile,runoff,2014,April,0.247
Victoria Nile,runoff,2015,April,34.717
Victoria Nile,runoff,2016,April,28.351
Victoria Nile,runoff,2017,April,0.37
Victoria Nile,runoff,2018,April,2.581
Victoria Nile,runoff,2019,April,0.11
Victoria Nile,runoff,2020,April,950.532
Victoria Nile,runoff,2021,April,409.718
Victoria Nile,runoff,2022,April,474.862
Victoria Nile,runoff,2023,April,726.28
Victoria Nile,runoff,2024,April,793.446
Victoria Nile,runoff,2025,April,2723.418
Victoria Nile,runoff,2026,April,3611.252
Victoria Nile,runoff,2027,April,2337.6
Victoria Nile,runoff,2028,April,1459.633
Victoria Nile,runoff,2029,April,3587.961
Victoria Nile,runoff,2030,April,2190.651
Victoria Nile,runoff,2031,April,2565.392
Victoria Nile,runoff,2032,April,4004.259
Victoria Nile,runoff,2033,April,355.787
Victoria Nile,runoff,2034,April,513.318
Victoria Nile,runoff,2035,April,217.362
Victoria Nile,runoff,2000,May,
Victoria Nile,runoff,2001,May,332.277
Victoria Nile,runoff,2002,May,72.696
Victoria Nile,runoff,2003,May,98.161
Victoria Nile,runoff,2004,May,348.799
Victoria Nile,runoff,2005,May,608.244
Victoria Nile,runoff,2006,May,116.114
Victoria Nile,runoff,2007,May,30.064
Victoria Nile,runoff,2008,May,0.823
Victoria Nile,runoff,2009,May,74.149
Victoria Nile,runoff,2010,May,1083.105
Victoria Nile,runoff,2011,May,633.195
Victoria Nile,runoff,2012,May,159.994
Victoria Nile,runoff,2013,May,907.13
Victoria Nile,runoff,2014,May,0.569
Victoria Nile,runoff,2015,May,38.947
Victoria Nile,runoff,2016,May,511.55
Victoria Nile,runoff,2017,May,69.981
Victoria Nile,runoff,2018,May,2199.036
Victoria Nile,runoff,2019,May,1.194
Victoria Nile,runoff,2020,May,4600.79
Victoria Nile,runoff,2021,May,2950.99
Victoria Nile,runoff,2022,May,697.979
Victoria Nile,runoff,2023,May,689.775
Victoria Nile,runoff,2024,May,572.706
Victoria Nile,runoff,2025,May,5023.69
Victoria Nile,runoff,2026,May,3417.707
Victoria Nile,runoff,2027,May,2838.271
Victoria Nile,runoff,2028,May,2566.166
Victoria Nile,runoff,2029,May,3742.57
Victoria Nile,runoff,2030,May,248.054
Victoria Nile,runoff,2031,May,2060.089
Victoria Nile,runoff,2032,May,3577.95
Victoria Nile,runoff,2033,May,4488.343
Victoria Nile,runoff,2034,May,3886.885
Victoria Nile,runoff,2035,May,485.727
Victoria Nile,runoff,2000,June,
Victoria Nile,runoff,2001,June,41.289
Victoria Nile,runoff,2002,June,2.203
Victoria Nile,runoff,2003,June,133.53
Victoria Nile,runoff,2004,June,5.101
Victoria Nile,runoff,2005,June,84.841
Victoria Nile,runoff,2006,June,0.636
Victoria Nile,runoff,2007,June,100.6
Victoria Nile,runoff,2008,June,50.04
Victoria Nile,runoff,2009,June,19.396
Victoria Nile,runoff,2010,June,1.244
Victoria Nile,runoff,2011,June,27.167
Victoria Nile,runoff,2012,June,45.009
Victoria Nile,runoff,2013,June,2.443
Victoria Nile,runoff,2014,June,0.225
Victoria Nile,runoff,2015,June,22.398
Victoria Nile,runoff,2016,June,0.174
Victoria Nile,runoff,2017,June,0.021
Victoria Nile,runoff,2018,June,0.629
Victoria Nile,runoff,2019,June,6.968
Victoria Nile,runoff,2020,June,566.752
Victoria Nile,runoff,2021,June,817.133
Victoria Nile,runoff,2022,June,811.604
Victoria Nile,runoff,2023,June,5544.254
Victoria Nile,runoff,2024,June,524.806
Victoria Nile,runoff,2025,June,1584.603
Victoria Nile,runoff,2026,June,740.173
Victoria Nile,runoff,2027,June,590.032
Victoria Nile,runoff,2028,June,857.237
Victoria Nile,runoff,2029,June,831.6
Victoria Nile,runoff,2030,June,436.503
Victoria Nile,runoff,2031,June,3243.37
Victoria Nile,runoff,2032,June,467.806
Victoria Nile,runoff,2033,June,345.063
Victoria Nile,runoff,2034,June,758.382
Victoria Nile,runoff,2035,June,1547.604
Victoria Nile,runoff,2000,July,
Victoria Nile,runoff,2001,July,33.138
Victoria Nile,runoff,2002,July,1.793
Victoria Nile,runoff,2003,July,40.381
Victoria Nile,runoff,2004,July,0.271
Victoria Nile,runoff,2005,July,0.305
Victoria Nile,runoff,2006,July,0.328
Victoria Nile,runoff,2007,July,9.473
Victoria Nile,runoff,2008,July,0.833
Victoria Nile,runoff,2009,July,43.999
Victoria Nile,runoff,2010,July,1.791
Victoria Nile,runoff,2011,July,35.342
Victoria Nile,runoff,2012,July,38.419
Victoria Nile,runoff,2013,July,4.649
Victoria Nile,runoff,2014,July,0.121
Victoria Nile,runoff,2015,July,0.056
Victoria Nile,runoff,2016,July,0.029
Victoria Nile,runoff,2017,July,0.175
Victoria Nile,runoff,2018,July,0.008
Victoria Nile,runoff,2019,July,16.279
Victoria Nile,runoff,2020,July,337.572
Victoria Nile,runoff,2021,July,506.455
Victoria Nile,runoff,2022,July,534.143
Victoria Nile,runoff,2023,July,759.579
Victoria Nile,runoff,2024,July,453.423
Victoria Nile,runoff,2025,July,1388.539
Victoria Nile,runoff,2026,July,676.113
Victoria Nile,runoff,2027,July,1130.019
Victoria Nile,runoff,2028,July,1267.622
Victoria Nile,runoff,2029,July,675.717
Victoria Nile,runoff,2030,July,312.532
Victoria Nile,runoff,2031,July,565.61
Victoria Nile,runoff,2032,July,368.018
Victoria Nile,runoff,2033,July,423.737
Victoria Nile,runoff,2034,July,776.816
Victoria Nile,runoff,2035,July,707.286
Victoria Nile,runoff,2000,Aug.,
Victoria Nile,runoff,2001,Aug.,26.294
Victoria Nile,runoff,2002,Aug.,11.641
Victoria Nile,runoff,2003,Aug.,8.185
Victoria Nile,runoff,2004,Aug.,151.319
Victoria Nile,runoff,2005,Aug.,21.936
Victoria Nile,runoff,2006,Aug.,12.396
Victoria Nile,runoff,2007,Aug.,377.992
Victoria Nile,runoff,2008,Aug.,66.282
Victoria Nile,runoff,2009,Aug.,12.56
Victoria Nile,runoff,2010,Aug.,33.63
Victoria Nile,runoff,2011,Aug.,102.448
Victoria Nile,runoff,2012,Aug.,68.854
Victoria Nile,runoff,2013,Aug.,59.3
Victoria Nile,runoff,2014,Aug.,0.923
Victoria Nile,runoff,2015,Aug.,23.287
Victoria Nile,runoff,2016,Aug.,2.035
Victoria Nile,runoff,2017,Aug.,81.17
Victoria Nile,runoff,2018,Aug.,12.425
Victoria Nile,runoff,2019,Aug.,0.193
Victoria Nile,runoff,2020,Aug.,669.743
Victoria Nile,runoff,2021,Aug.,698.311
Victoria Nile,runoff,2022,Aug.,567.961
Victoria Nile,runoff,2023,Aug.,2837.02
Victoria Nile,runoff,2024,Aug.,1048.128
Victoria Nile,runoff,2025,Aug.,381.556
Victoria Nile,runoff,2026,Aug.,801.495
Victoria Nile,runoff,2027,Aug.,920.991
Victoria Nile,runoff,2028,Aug.,1457.533
Victoria Nile,runoff,2029,Aug.,1037.908
Victoria Nile,runoff,2030,Aug.,350.465
Victoria Nile,runoff,2031,Aug.,975.184
Victoria Nile,runoff,2032,Aug.,417.24
Victoria Nile,runoff,2033,Aug.,516.624
Victoria Nile,runoff,2034,Aug.,1835.124
Victoria Nile,runoff,2035,Aug.,540.193
Victoria Nile,runoff,2000,Sept.,1412.807
Victoria Nile,runoff,2001,Sept.,169.513
Victoria Nile,runoff,2002,Sept.,6.647
Victoria Nile,runoff,2003,Sept.,113.818
Victoria Nile,runoff,2004,Sept.,4.853
Victoria Nile,runoff,2005,Sept.,4.945
Victoria Nile,runoff,2006,Sept.,71.941
Victoria Nile,runoff,2007,Sept.,256.87
Victoria Nile,runoff,2008,Sept.,104.639
Victoria Nile,runoff,2009,Sept.,9.284
Victoria Nile,runoff,2010,Sept.,151.184
Victoria Nile,runoff,2011,Sept.,1812.792
Victoria Nile,runoff,2012,Sept.,469.556
Victoria Nile,runoff,2013,Sept.,52.722
Victoria Nile,runoff,2014,Sept.,390.548
Victoria Nile,runoff,2015,Sept.,0.143
Victoria Nile,runoff,2016,Sept.,0.11
Victoria Nile,runoff,2017,Sept.,991.86
Victoria Nile,runoff,2018,Sept.,117.619
Victoria Nile,runoff,2019,Sept.,61.408
Victoria Nile,runoff,2020,Sept.,305.357
Victoria Nile,runoff,2021,Sept.,341.779
Victoria Nile,runoff,2022,Sept.,655.85
Victoria Nile,runoff,2023,Sept.,3027.765
Victoria Nile,runoff,2024,Sept.,1829.509
Victoria Nile,runoff,2025,Sept.,355.117
Victoria Nile,runoff,2026,Sept.,568.611
Victoria Nile,runoff,2027,Sept.,2286.356
Victoria Nile,runoff,2028,Sept.,869.242
Victoria Nile,runoff,2029,Sept.,1274.223
Victoria Nile,runoff,2030,Sept.,2399.55
Victoria Nile,runoff,2031,Sept.,544.177
Victoria Nile,runoff,2032,Sept.,226.536
Victoria Nile,runoff,2033,Sept.,3859.64
Victoria Nile,runoff,2034,Sept.,811.627
Victoria Nile,runoff,2035,Sept.,1474.566
Victoria Nile,runoff,2000,Oct.,1175.014
Victoria Nile,runoff,2001,Oct.,22.057
Victoria Nile,runoff,2002,Oct.,206.751
Victoria Nile,runoff,2003,Oct.,0.318
Victoria Nile,runoff,2004,Oct.,278.252
Victoria Nile,runoff,2005,Oct.,25.44
Victoria Nile,runoff,2006,Oct.,61.601
Victoria Nile,runoff,2007,Oct.,113.544
Victoria Nile,runoff,2008,Oct.,84.005
Victoria Nile,runoff,2009,Oct.,41.614
Victoria Nile,runoff,2010,Oct.,8.487
Victoria Nile,runoff,2011,Oct.,245.141
Victoria Nile,runoff,2012,Oct.,100.516
Victoria Nile,runoff,2013,Oct.,293.375
Victoria Nile,runoff,2014,Oct.,19.267
Victoria Nile,runoff,2015,Oct.,8.786
Victoria Nile,runoff,2016,Oct.,12.486
Victoria Nile,runoff,2017,Oct.,7.592
Victoria Nile,runoff,2018,Oct.,0.314
Victoria Nile,runoff,2019,Oct.,280.041
Victoria Nile,runoff,2020,Oct.,829.358
Victoria Nile,runoff,2021,Oct.,333.43
Victoria Nile,runoff,2022,Oct.,1382.109
Victoria Nile,runoff,2023,Oct.,1666.753
Victoria Nile,runoff,2024,Oct.,1686.606
Victoria Nile,runoff,2025,Oct.,304.576
Victoria Nile,runoff,2026,Oct.,440.296
Victoria Nile,runoff,2027,Oct.,2238.748
Victoria Nile,runoff,2028,Oct.,742.864
Victoria Nile,runoff,2029,Oct.,1371.398
Victoria Nile,runoff,2030,Oct.,680.388
Victoria Nile,runoff,2031,Oct.,533.532
Victoria Nile,runoff,2032,Oct.,518.477
Victoria Nile,runoff,2033,Oct.,611.14
Victoria Nile,runoff,2034,Oct.,405.034
Victoria Nile,runoff,2035,Oct.,3204.099
Victoria Nile,runoff,2000,Nov.,1598.86
Victoria Nile,runoff,2001,Nov.,1025.033
Victoria Nile,runoff,2002,Nov.,80.915
Victoria Nile,runoff,2003,Nov.,10.116
Victoria Nile,runoff,2004,Nov.,196.213
Victoria Nile,runoff,2005,Nov.,63.766
Victoria Nile,runoff,2006,Nov.,183.878
Victoria Nile,runoff,2007,Nov.,4.438
Victoria Nile,runoff,2008,Nov.,167.183
Victoria Nile,runoff,2009,Nov.,9.74
Victoria Nile,runoff,2010,Nov.,23.341
Victoria Nile,runoff,2011,Nov.,1380.494
Victoria Nile,runoff,2012,Nov.,3359.848
Victoria Nile,runoff,2013,Nov.,73.807
Victoria Nile,runoff,2014,Nov.,12.707
Victoria Nile,runoff,2015,Nov.,1359.596
Victoria Nile,runoff,2016,Nov.,0.237
Victoria Nile,runoff,2017,Nov.,2.492
Victoria Nile,runoff,2018,Nov.,0.106
Victoria Nile,runoff,2019,Nov.,239.823
Victoria Nile,runoff,2020,Nov.,936.881
Victoria Nile,runoff,2021,Nov.,239.128
Victoria Nile,runoff,2022,Nov.,2450.873
Victoria Nile,runoff,2023,Nov.,587.242
Victoria Nile,runoff,2024,Nov.,771.986
Victoria Nile,runoff,2025,Nov.,451.571
Victoria Nile,runoff,2026,Nov.,529.917
Victoria Nile,runoff,2027,Nov.,1012.194
Victoria Nile,runoff,2028,Nov.,5601.258
Victoria Nile,runoff,2029,Nov.,547.267
Victoria Nile,runoff,2030,Nov.,926.166
Victoria Nile,runoff,2031,Nov.,2009.317
Victoria Nile,runoff,2032,Nov.,176.401
Victoria Nile,runoff,2033,Nov.,439.129
Victoria Nile,runoff,2034,Nov.,440.019
Victoria Nile,runoff,2035,Nov.,1747.364
Victoria Nile,runoff,2000,Dec.,744.105
Victoria Nile,runoff,2001,Dec.,9.382
Victoria Nile,runoff,2002,Dec.,5.452
